Title,Year,Budget,Score,Metascore,Genre,Genre1,Genre2,Genre3,Vote,Director,Runtime,Revenue,Description
5x2,2004, ,6.7,62,"Drama, Romance",Drama, Romance,,8201,Fran??ois Ozon,90,130000.00,Five stages in the romance between a woman and a man.
6 Bullets,2012, ,6.1,,"Action, Crime, Drama",Action, Crime, Drama,12855,Ernie Barbarash,115,0.00,An ex-mercenary known for finding missing children is hired by a mixed martial arts fighter whose daughter has been kidnapped.
6 Days,2017, ,6.2,36,"Action, Drama, History",Action, Drama, History,12501,Toa Fraser,94,0.00,"In April 1980, armed gunmen stormed the Iranian Embassy in Princes Gate, London and took all inside hostage. Over the next six days a tense standoff took place, all the while a group of ...                See full summary?˜??"
6 donne per l'assassino,1964, ,7.3,,"Horror, Mystery, Thriller",Horror, Mystery, Thriller,6776,Mario Bava,88,0.00,"A masked, shadowy killer brutally murders the models of a scandalous fashion house in Rome."
6 Souls,2010, ,6.1,28,"Horror, Mystery, Thriller",Horror, Mystery, Thriller,29572,M?ns M?rlind,112,0.00,A female forensic psychiatrist discovers that all but one of her patient's multiple personalities are murder victims. She will have to find out what's happening before her time is finished.
6 Years,2015, ,5.6,53,"Drama, Romance",Drama, Romance,,9477,Hannah Fidell,79,0.00,"A young couple, bound by a seemingly ideal love, begin to unravel as unexpected opportunities spin them down a volatile and violent path and threaten the future they had always imagined."
666: The Prophecy,2011, ,4,26,"Horror, Mystery, Thriller",Horror, Mystery, Thriller,11568,Darren Lynn Bousman,90,0.00,"After the death of his wife and child, an author travels to Barcelona to see his estranged brother and dying father, where he learns that his life is plagued by events that occur on 11/11/11."
7 Aum Arivu,2011, ,6.1,,"Action, Sci-Fi, Thriller",Action, Sci-Fi, Thriller,8579,A.R. Murugadoss,168,0.00,A genetic engineering student tries to bring back the skills of a legend of the past and use his skills to save India from a deadly virus attack by China.
'71,2014, ,7.2,83,"Action, Drama, Thriller",Action, Drama, Thriller,44532,Yann Demange,99,1270000.00,"In 1971, a young and disorientated British soldier is accidentally abandoned by his unit following a riot on the deadly streets of Belfast."
7-beon-bang-ui seon-mul,2013, ,8.2,,"Comedy, Drama",Comedy, Drama,,10213,Hwan-kyung Lee,127,0.00,"A story about love between a mentally-ill father and his lovingly adorable daughter. Accused of murder and rape, her father's home is prison."
8 femmes,2002, ,7.1,64,"Comedy, Crime, Musical",Comedy, Crime, Musical,26386,Fran??ois Ozon,111,3080000.00,"One murdered man, eight women, each seeming to be eager than the others to know the truth. Gimme, gimme, gimme some clues to make up my mind. And eventually enter the truth. Oh, thou cruel woman!"
8 Heads in a Duffel Bag,1997, ,5.3,15,"Comedy, Crime",Comedy, Crime,,8757,Tom Schulman,95,3560000.00,"A mob bagman finds that his luggage, containing the proof of his gang's latest hit, has been switched."
8 Mile,2002,41000000.00,7.1,77,"Drama, Music",Drama, Music,,219951,Curtis Hanson,110,116720000.00,"A young rapper, struggling with every aspect of his life, wants to make it big but his friends and foes make this odyssey of rap harder than it may seem."
84 Charing Cross Road,1987, ,7.5,,"Biography, Drama, Romance",Biography, Drama, Romance,6667,David Hugh Jones,100,1080000.00,True story of a transatlantic business correspondence about used books that developed into a close friendship.
88 Minutes,2007,30000000.00,5.9,17,"Crime, Drama, Mystery",Crime, Drama, Mystery,70551,Jon Avnet,108,16930000.00,"On the day that a serial killer that he helped put away is supposed to be executed, a noted forensic psychologist and college professor receives a call informing him that he has 88 minutes left to live."
8?®,1963, ,8.1,,Drama,Drama,,,96418,Federico Fellini,138,50000.00,A harried movie director retreats into his memories and fantasies.
8MM,1999,40000000.00,6.5,19,"Mystery, Thriller",Mystery, Thriller,,113562,Joel Schumacher,123,36660000.00,"A private investigator is hired to discover if a ""snuff film"" is authentic or not."
9 Songs,2004, ,4.8,43,"Drama, Music, Romance",Drama, Music, Romance,19917,Michael Winterbottom,71,50000.00,"In London, love blooms between an American college student, named Lisa, and an English scientist, named Matt. Over the next few months, between attending rock concerts, they have different kinds of sexual intercourse with each other."
9 to 5,1980, ,6.8,58,Comedy,Comedy,,,23684,Colin Higgins,109,103290000.00,"Three female employees of a sexist, egotistical, lying, hypocritical bigot find a way to turn the tables on him."
99 francs,2007, ,7.3,,"Comedy, Drama",Comedy, Drama,,17279,Jan Kounen,100,0.00,"The life of Octave Parango, a flamboyant ad designer, filled with success, satire, misery and love."
99 Homes,2014, ,7.1,76,Drama,Drama,,,25568,Ramin Bahrani,112,1410000.00,A recently unemployed single father struggles to get back his foreclosed home by working for the real estate broker who is the source of his frustration.
9th Company,2005, ,7.1,,"Action, Drama, History",Action, Drama, History,18159,Fedor Bondarchuk,139,0.00,"Young Soviet Army recruits are stuck in the bloody war in Afghanistan, that was started by politicians."
A Bad Moms Christmas,2017,28000000.00,5.5,42,"Adventure, Comedy",Adventure, Comedy,,26848,Jon Lucas,104,72110000.00,"As their own mothers drop in unexpectedly, our three under-appreciated and over-burdened moms rebel against the challenges and expectations of the Super Bowl for mothers: Christmas."
A Bay of Blood,1971, ,6.7,,"Horror, Mystery, Thriller",Horror, Mystery, Thriller,7619,Mario Bava,84,0.00,The murder of a wealthy heiress by her husband triggers a series of brutal killings in the surrounding bay area.
A Beautiful Mind,2001,78000000.00,8.2,72,"Biography, Drama",Biography, Drama,,740906,Ron Howard,135,170740000.00,"After John Nash, a brilliant but asocial mathematician, accepts secret work in cryptography, his life takes a turn for the nightmarish."
A Better Life,2011,10000000.00,7.2,64,"Drama, Romance",Drama, Romance,,14366,Chris Weitz,98,1760000.00,A gardener in East L.A. struggles to keep his son away from gangs and immigration agents while trying to give his son the opportunities he never had.
A Bigger Splash,2015, ,6.4,74,"Drama, Thriller",Drama, Thriller,,21543,Luca Guadagnino,125,1980000.00,The vacation of a famous rock star and her boyfriend in Italy is disrupted by the unexpected visit of an old friend and his daughter.
A Blonde in Love,1965, ,7.7,,"Comedy, Romance, Drama",Comedy, Romance, Drama,6283,Milos Forman,82,0.00,"A factory manager in rural Czechoslovakia bargains with the army to send men to the area, to boost the morale of his young female workers, deprived of male company since the local boys have...                See full summary?˜??"
A Boy and His Dog,1975, ,6.6,,"Comedy, Drama, Sci-Fi",Comedy, Drama, Sci-Fi,14725,L.Q. Jones,91,6900000.00,A young man and his telepathic dog wander a post-apocalyptic wasteland.
A Bridge Too Far,1977,26000000.00,7.4,,"Drama, History, War",Drama, History, War,45708,Richard Attenborough,175,50800000.00,"Operation Market Garden, September 1944: The Allies attempt to capture several strategically important bridges in the Netherlands in the hope of breaking the German lines. However, mismanagement and poor planning result in its failure."
A Bronx Tale,1993, ,7.8,80,"Crime, Drama",Crime, Drama,,112757,Robert De Niro,121,17270000.00,A father becomes worried when a local gangster befriends his son in the Bronx in the 1960s.
A Bug's Life,1998,45000000.00,7.2,77,"Animation, Adventure, Comedy",Animation, Adventure, Comedy,240414,John Lasseter,95,162800000.00,"A misfit ant, looking for ""warriors"" to save his colony from greedy grasshoppers, recruits a group of bugs that turn out to be an inept circus troupe."
A Case of You,2013, ,5.7,38,"Comedy, Romance",Comedy, Romance,,10252,Kat Coiro,89,0.00,"A young writer tries to impress a girl he meets online with an embellished profile, but he finds himself in a real mess when she falls for him and he has to keep up the act."
A Christmas Carol,2009, ,6.8,55,"Animation, Drama, Family",Animation, Drama, Family,87114,Robert Zemeckis,96,137860000.00,"An animated retelling of Charles Dickens' classic novel about a Victorian-era miser taken on a journey of self-redemption, courtesy of several mysterious Christmas apparitions."
A Christmas Horror Story,2015, ,5.7,49,"Fantasy, Horror, Mystery",Fantasy, Horror, Mystery,7692,Grant Harvey,99,0.00,"Interwoven stories that take place on Christmas Eve, as told by one festive radio host: A family brings home more than a Christmas tree, a student documentary becomes a living nightmare, a Christmas spirit terrorizes, Santa slays evil."
A Christmas Prince,2017, ,5.7,,"Comedy, Romance",Comedy, Romance,,7769,Alex Zamm,92,0.00,"When a reporter goes undercover as a tutor to get the inside scoop on a playboy prince, she gets tangled in some royal intrigue and ends up finding love - but will she be able to keep up her lie?"
A Christmas Story,1983, ,8,77,"Comedy, Family",Comedy, Family,,117073,Bob Clark,94,19290000.00,"In the 1940s, a young boy named Ralphie attempts to convince his parents, his teacher and Santa that a Red Ryder BB gun really is the perfect Christmas gift."
A Christmas Tale,2008, ,7.1,84,"Comedy, Drama",Comedy, Drama,,6045,Arnaud Desplechin,150,1060000.00,"The troubled Vuillard family is no stranger to illness, grief, and banishment, but when their matriarch requires a bone-marrow transplant, the estranged clan reunites just in time for Christmas."
A Cinderella Story,2004,19000000.00,5.9,25,"Comedy, Family, Romance",Comedy, Family, Romance,72508,Mark Rosman,95,51440000.00,"Routinely exploited by her wicked stepmother, the downtrodden Sam Montgomery is excited about the prospect of meeting her Internet beau at the school's Halloween dance."
A Civil Action,1998,60000000.00,6.5,68,Drama,Drama,,,25321,Steven Zaillian,115,56700000.00,"A tenacious lawyer takes on a case involving a major company responsible for causing several people to be diagnosed with leukemia due to the town's water supply being contaminated, at the risk of bankrupting his firm and career."
A Clockwork Orange,1971, ,8.3,80,"Crime, Drama, Sci-Fi",Crime, Drama, Sci-Fi,662768,Stanley Kubrick,136,0.00,"In the future, a sadistic gang leader is imprisoned and volunteers for a conduct-aversion experiment, but it doesn't go as planned."
A Cock and Bull Story,2005, ,6.8,80,Comedy,Comedy,,,11796,Michael Winterbottom,94,1250000.00,"Director Michael Winterbottom (Northam) attempts to shoot the adaptation of Laurence Sterne's essentially unfilmable novel, ""The Life and Opinions of Tristram Shandy, Gentleman."""
A Cry in the Dark,1988, ,6.9,,"Biography, Drama",Biography, Drama,,8097,Fred Schepisi,120,6910000.00,A mother whose child was killed in a dingo attack in the Australian Outback fights to prove her innocence when she is accused of murder.
A Cure for Wellness,2016, ,6.4,47,"Drama, Fantasy, Horror",Drama, Fantasy, Horror,65326,Gore Verbinski,146,8110000.00,"An ambitious young executive is sent to retrieve his company's CEO from an idyllic but mysterious ""wellness center"" at a remote location in the Swiss Alps, but soon suspects that the spa's treatments are not what they seem."
A Dangerous Method,2011,20000000.00,6.4,76,"Biography, Drama, Romance",Biography, Drama, Romance,90960,David Cronenberg,99,5700000.00,A look at how the intense relationship between Carl Jung and Sigmund Freud gives birth to psychoanalysis.
A Dark Song,2016, ,6.1,71,"Drama, Fantasy, Horror",Drama, Fantasy, Horror,9882,Liam Gavin,100,0.00,A determined young woman and a damaged occultist risk their lives and souls to perform a dangerous ritual that will grant them what they want.
A Day at the Races,1937, ,7.7,,"Comedy, Musical, Sport",Comedy, Musical, Sport,11783,Sam Wood,111,0.00,A veterinarian posing as a doctor and a race-horse owner and his friends struggle to help keep a sanitarium open with the help of a misfit race-horse.
A Dirty Shame,2004, ,5.1,56,Comedy,Comedy,,,11439,John Waters,89,1340000.00,"An uptight, middle-aged, repressed woman turns into a sex addict after getting hit on the head, and she then falls into an underground subculture of sex addicts in suburban Baltimore."
A Dog's Purpose,2017,25000000.00,7,43,"Adventure, Comedy, Drama",Adventure, Comedy, Drama,48007,Lasse Hallstr??m,100,64510000.00,A dog looks to discover his purpose in life over the course of several lifetimes and owners.
A Face in the Crowd,1957, ,8.2,,"Drama, Music",Drama, Music,,11532,Elia Kazan,126,0.00,"An Arkansas drifter becomes an overnight media sensation. As he becomes drunk with fame and power, will he ever be exposed as the fraud he has become?"
A Family Man,2016, ,6.5,21,Drama,Drama,,,7456,Mark Williams,108,0.00,"A headhunter whose life revolves around closing deals in a survival-of-the-fittest boiler room, battles his top rival for control of their job placement company -- his dream of owning the company clashing with the needs of his family."
A Fantastic Fear of Everything,2012, ,5.9,31,Comedy,Comedy,,,12958,Crispian Mills,100,0.00,"A crime novelist, whose research on Victorian serial killers has turned him into a paranoid wreck, must confront his worst fears, when a film executive takes a sudden interest in his movie script."
A Few Best Men,2011,15000000.00,5.7,,"Comedy, Romance",Comedy, Romance,,11806,Stephan Elliott,97,0.00,A groom and his three best men travel to the Australian outback for a wedding.
A Few Good Men,1992,33000000.00,7.7,62,"Drama, Thriller",Drama, Thriller,,208153,Rob Reiner,138,141340000.00,Military lawyer Lieutenant Daniel Kaffee defends Marines accused of murder. They contend they were acting under orders.
